"Class","Status.of.existing.checking.account","Duration.in.month","Credit.history","Purpose","Credit.amount","Savings.account.bonds","Present.employment.since","Installment.rate.in.percentage.of.disposable.income","Other.debtors...guarantors","Present.residence.since","Property","Age.in.years","Other.installment.plans","Housing","Number.of.existing.credits.at.this.bank","Job","Number.of.people.being.liable.to.provide.maintenance.for","Telephone","Foreign.worker","Gender","Marital.Status","Weights"
"1","4","12","2","8","717","3","4","4","3","4","3","52","2","2","3","2","1","1","2","2","4","1"
"1","4","6","5","2","1204","1","1","4","3","1","4","35","1","3","1","2","1","1","1","2","4","1"
"1","3","24","4","6","1925","3","1","2","3","2","3","26","2","2","1","2","1","1","2","2","4","1"
"2","4","18","4","8","433","3","5","3","1","4","3","22","2","3","1","2","1","1","2","1","2","1"
"1","2","6","2","2","666","4","2","3","3","4","3","39","2","2","2","4","1","2","2","1","2","1.06666666666667"
"1","3","12","4","6","2251","3","1","1","3","2","2","46","2","2","1","4","1","1","2","1","2","1.06666666666667"
"2","1","30","4","2","2150","3","1","4","2","2","4","24","1","2","1","2","1","1","2","1","2","1"
"1","4","24","3","6","4151","1","1","2","3","3","1","35","2","2","2","2","1","1","2","2","4","1"
"1","1","9","4","6","2030","5","2","2","3","1","2","24","2","2","1","2","1","2","2","2","4","1"
"1","1","60","3","8","7418","5","1","1","3","1","3","27","2","2","1","4","1","1","2","2","4","1"
"1","4","24","2","8","2684","3","1","4","3","2","3","35","2","2","2","4","1","1","2","2","4","1"
"2","2","12","1","8","2149","3","1","4","3","1","4","29","2","1","1","2","1","1","2","2","1","1"
"1","4","15","4","3","3812","1","3","1","3","4","2","23","2","2","1","2","1","2","2","1","2","1"
"1","4","11","2","8","1154","1","5","4","3","4","3","57","2","2","3","4","1","1","2","1","2","1.06666666666667"
"1","2","12","4","6","1657","3","1","2","3","2","3","27","2","2","1","2","1","1","2","2","4","1"
"1","2","24","4","8","1603","3","4","4","3","4","2","55","2","2","1","2","1","1","2","1","2","1"
"1","2","18","2","2","5302","3","4","2","3","4","4","36","2","1","3","1","1","2","2","2","4","1"
"1","4","12","2","5","2748","3","4","2","3","4","4","57","1","1","3","4","1","1","2","1","2","1.06666666666667"
"1","4","10","2","2","1231","3","4","3","3","4","3","32","2","2","2","4","2","1","1","2","4","1"
"2","1","15","4","8","802","3","4","4","3","3","2","37","2","2","1","2","2","1","2","2","4","1"
"1","4","36","2","1","6304","5","4","4","3","4","3","36","2","2","2","2","1","1","2","2","4","1"
"1","4","24","4","8","1533","3","3","4","3","3","2","38","3","2","1","2","1","2","2","1","2","1"
"2","2","14","4","2","8978","3","4","1","3","4","1","45","2","2","1","1","1","2","1","2","1","1"
"1","4","24","4","8","999","5","4","4","3","2","2","25","2","2","2","2","1","1","2","2","4","1"
"1","4","18","4","2","2662","5","2","4","3","3","1","32","2","2","1","2","1","1","1","2","4","1"
"1","4","12","2","6","1402","2","2","3","3","4","2","37","2","3","1","2","1","2","2","1","2","1"
"1","1","48","1","2","12169","5","5","4","1","4","4","36","2","1","1","1","1","2","2","2","4","1"
"2","1","48","4","8","3060","3","2","4","3","4","3","28","2","2","2","2","1","1","2","2","4","1"
"2","2","30","4","9","11998","3","3","1","3","1","4","34","2","2","1","4","1","2","2","2","1","1"
"1","4","9","4","8","2697","3","1","1","3","2","3","32","2","2","1","2","2","1","2","2","4","1"
"1","4","18","2","8","2404","3","1","2","3","2","2","26","2","2","2","2","1","1","2","1","2","1"
"1","2","12","4","6","1262","5","4","2","3","4","1","49","2","2","1","4","1","2","2","2","1","1"
"2","4","6","4","6","4611","3","3","1","3","4","1","32","2","2","1","2","1","1","2","1","2","1"
"1","4","24","4","8","1901","1","1","4","3","4","2","29","2","3","1","1","1","2","2","2","4","1"
"1","4","15","2","3","3368","4","4","3","3","4","4","23","2","3","2","2","1","2","2","2","4","1"
"1","4","12","4","6","1574","3","1","4","3","2","3","50","2","2","1","2","1","1","2","2","4","1"
"1","3","18","1","8","1445","5","2","4","3","4","2","49","1","2","1","4","1","1","2","2","4","1"
"1","4","15","2","6","1520","5","4","4","3","4","1","63","2","2","1","2","1","1","2","2","4","1"
"1","1","24","2","2","3878","1","3","4","3","2","2","37","2","2","1","2","1","2","2","2","1","1"
"1","2","47","4","2","10722","3","3","1","3","1","3","35","2","2","1","4","1","2","2","1","2","1.06666666666667"
"1","2","48","4","3","4788","3","2","4","3","3","1","26","2","2","1","2","2","1","2","2","4","1"
"1","1","48","3","7","7582","1","5","2","3","4","4","31","2","1","1","1","1","2","2","2","4","1"
"1","1","12","4","8","1092","3","1","4","2","4","3","49","2","2","2","2","1","2","2","1","2","1"
"2","2","24","3","8","1024","3","3","4","3","4","3","48","3","2","1","2","1","1","2","2","3","1"
"1","4","12","4","1","1076","3","1","2","3","2","3","26","2","2","1","2","1","2","1","2","3","0.933333333333333"
"2","1","36","4","3","9398","3","3","1","3","4","2","28","2","3","1","1","1","2","2","2","3","1"
"1","2","24","2","3","6419","3","4","2","3","4","4","44","2","1","2","1","2","2","2","1","2","1"
"1","3","42","2","3","4796","3","4","4","3","4","4","56","2","1","1","2","1","1","2","2","4","1"
"1","4","48","2","1","7629","5","4","4","3","2","2","46","1","2","2","1","2","1","2","2","1","1"
"2","1","48","4","6","9960","3","3","1","3","2","2","26","2","2","1","2","1","2","2","1","2","1"
"1","4","12","4","3","4675","5","3","1","3","4","2","20","2","3","1","2","1","1","2","1","2","1"
"1","4","10","4","2","1287","5","4","4","1","2","1","45","2","2","1","4","1","1","1","2","4","1"
"1","4","18","4","6","2515","3","1","3","3","4","3","43","2","2","1","2","1","2","2","2","4","1"
"1","1","21","2","6","2745","4","2","3","3","2","2","32","2","2","2","2","1","2","2","2","4","1"
"1","4","6","4","2","672","3","5","1","3","4","3","54","2","2","1","3","1","2","2","1","2","1"
"2","1","36","5","8","3804","3","1","4","3","1","2","42","2","2","1","2","1","2","2","1","2","1"
"2","3","24","2","2","1344","5","2","4","3","2","3","37","1","2","2","4","2","1","2","2","4","1"
"1","2","10","2","2","1038","3","2","4","1","3","1","49","2","2","2","2","1","2","2","2","4","1"
"2","4","48","2","2","10127","2","1","2","3","2","4","44","1","1","1","2","1","1","2","2","4","1"
"1","4","6","4","6","1543","4","1","4","3","2","3","33","2","2","1","2","1","1","2","2","1","1"
"1","4","30","4","3","4811","5","2","2","3","4","1","24","3","3","1","4","1","1","2","1","2","1.06666666666667"
"2","2","12","4","8","727","1","3","4","3","3","4","33","2","2","1","4","1","2","2","2","3","1"
"2","1","8","4","6","1237","3","1","3","3","4","3","24","2","2","1","2","1","1","2","1","2","1"
"1","1","9","4","2","276","3","1","4","3","4","3","22","2","3","1","4","1","1","2","2","3","1"
"1","1","48","4","7","5381","5","5","3","3","4","4","40","1","1","1","3","1","2","2","2","4","1"
"1","4","24","4","6","5511","1","1","4","3","1","2","25","3","2","1","2","1","1","2","2","4","1"
"1","3","24","4","6","3749","3","3","2","3","4","2","26","2","2","1","2","1","1","2","1","2","1"
"2","1","12","4","2","685","3","2","2","3","3","2","25","1","2","1","4","1","1","2","2","3","1"
"1","3","4","4","2","1494","5","3","1","3","2","3","29","2","2","1","4","2","1","1","2","4","1"
"2","2","36","1","6","2746","3","4","4","3","4","2","31","1","2","1","2","1","1","2","2","4","1"
"1","2","12","4","6","708","3","1","2","2","3","1","38","2","2","1","4","2","1","2","2","4","1"
"1","1","24","4","6","4351","5","1","1","3","4","1","48","2","2","1","4","1","2","2","1","2","1.06666666666667"
"1","4","12","2","5","701","3","1","4","3","2","2","32","2","2","2","2","1","1","2","2","4","1"
"1","2","15","3","6","3643","3","4","1","3","4","1","27","2","2","2","4","1","1","2","1","2","1.06666666666667"
"2","1","30","2","2","4249","3","5","4","3","2","2","28","2","2","2","1","1","1","2","2","3","1"
"2","2","24","4","8","1938","3","3","4","3","3","1","32","2","2","1","2","1","1","2","2","1","1"
"1","2","24","4","3","2910","3","2","2","3","1","4","34","2","1","1","1","1","2","2","2","4","1"
"1","2","18","4","6","2659","4","1","4","3","2","2","28","2","2","1","2","1","1","2","2","4","1"
"1","4","18","2","2","1028","3","1","4","3","3","3","36","2","2","2","2","1","1","2","1","2","1"
"1","2","8","2","2","3398","3","2","1","3","4","3","39","2","2","2","4","1","1","1","2","4","1"
"1","4","12","2","6","5801","5","4","2","3","4","1","49","2","3","1","2","1","2","2","2","4","1"
"1","4","24","4","2","1525","4","2","4","3","3","2","34","2","2","1","2","2","2","2","1","2","1"
"1","3","36","4","8","4473","3","4","4","3","2","2","31","2","2","1","2","1","1","2","2","4","1"
"1","1","6","4","8","1068","3","4","4","3","4","2","28","2","2","1","2","2","1","2","2","4","1"
"1","2","24","2","3","6615","3","5","2","3","4","4","75","2","1","2","1","1","2","2","2","4","1"
"2","4","18","2","5","1864","1","1","4","3","2","3","30","2","2","2","2","1","1","2","1","2","1"
"2","1","60","4","2","7408","1","3","4","3","2","1","24","2","2","1","1","1","1","2","1","2","1"
"2","4","48","2","3","11590","1","1","2","3","4","2","24","1","3","2","4","1","1","2","1","2","0.872727272727273"
"2","2","24","5","6","4110","3","4","3","3","4","4","23","1","3","2","2","2","1","2","2","4","1"
"2","2","6","2","6","3384","3","1","1","3","4","3","44","2","3","1","1","1","2","2","2","1","1"
"1","1","13","4","8","2101","3","3","2","2","4","1","23","2","2","1","4","1","1","2","1","2","1.06666666666667"
"2","2","15","4","4","1275","5","1","4","3","2","2","24","2","3","1","2","1","1","2","1","2","1"
"1","2","24","4","6","4169","3","1","4","3","4","1","28","2","2","1","2","1","1","2","2","4","1"
"1","1","10","4","6","1521","3","1","4","3","2","2","31","2","2","1","4","1","1","2","2","1","1"
"1","1","24","2","5","5743","3","3","2","3","4","4","24","2","1","2","2","1","2","2","1","2","1"
"1","2","21","4","6","3599","3","2","1","3","4","2","26","2","3","1","4","1","1","2","1","2","1.06666666666667"
"1","1","18","4","8","3213","2","3","1","3","3","3","25","2","3","1","2","1","1","2","2","3","1"
"1","1","18","4","1","4439","3","4","1","1","1","3","33","1","2","1","1","1","2","2","2","4","1"
"1","3","10","4","2","3949","3","3","1","2","1","1","37","2","2","1","4","2","1","2","2","4","1"
"1","4","15","2","8","1459","3","1","4","3","2","2","43","2","2","1","4","1","1","2","1","2","1.06666666666667"
"1","1","13","2","8","882","3","3","4","2","4","3","23","2","2","2","2","1","1","2","2","4","1"
"1","1","24","4","8","3758","2","5","1","3","4","4","23","2","3","1","3","1","1","2","1","2","1"
"1","4","6","3","1","1743","1","1","1","3","2","3","34","2","2","2","4","1","1","2","2","4","1"
"2","1","9","2","5","1136","4","4","4","3","3","4","32","2","1","2","2","2","1","2","2","4","1"
"1","4","9","4","4","1236","3","3","1","3","4","3","23","2","3","1","2","1","2","2","1","2","1"
"2","1","9","4","6","959","3","1","1","3","2","2","29","2","2","1","2","1","1","1","1","2","1"
"1","4","18","2","3","3229","5","5","2","3","4","4","38","2","2","1","1","1","2","2","2","4","1"
"2","2","12","5","8","6199","3","1","4","3","2","1","28","2","3","2","2","1","2","2","2","4","1"
"1","4","10","4","5","727","2","4","4","3","4","4","46","2","1","1","2","1","2","2","2","4","1"
"2","1","24","4","2","1246","3","3","4","3","2","3","23","3","2","1","4","1","1","2","2","4","1"
"1","4","12","2","8","2331","5","4","1","1","4","3","49","2","2","1","2","1","2","2","2","4","1"
"2","4","36","3","8","4463","3","1","4","3","2","2","26","2","2","2","1","1","2","2","2","4","1"
"1","4","12","4","8","776","3","1","4","3","2","3","28","2","2","1","2","1","1","2","2","3","1"
"2","2","30","4","6","2406","3","2","4","3","4","3","23","2","3","1","2","1","1","2","1","2","1"
"1","1","18","4","5","1239","5","1","4","3","4","4","61","2","1","1","2","1","1","2","2","4","1"
"1","3","12","4","8","3399","5","4","2","3","3","2","37","2","2","1","1","1","1","2","2","4","1"
"1","3","12","3","2","2247","3","1","2","3","2","2","36","3","2","2","2","1","2","2","1","2","1"
"1","4","6","4","6","1766","3","1","1","3","2","1","21","2","3","1","2","1","1","2","2","3","1"
"2","2","18","4","6","2473","3","5","4","3","1","2","25","2","2","1","3","1","1","2","2","4","1"
"1","4","12","4","1","1542","3","2","2","3","4","2","36","2","2","1","2","1","2","2","2","4","1"
"1","4","18","2","3","3850","3","2","3","3","1","2","27","2","2","2","2","1","1","2","2","4","1"
"1","2","18","4","6","3650","3","3","1","3","4","2","22","2","3","1","2","1","1","2","1","2","1"
"2","2","36","4","6","3446","3","4","4","3","2","2","42","2","2","1","2","2","1","2","2","4","1"
"1","1","18","4","6","3001","3","2","2","3","4","3","40","2","3","1","2","1","1","2","1","2","1"
"1","4","36","4","2","3079","5","1","4","3","4","3","36","2","2","1","2","1","1","2","2","4","1"
"1","4","18","2","8","6070","3","4","3","3","4","2","33","2","2","2","2","1","2","2","2","4","1"
"1","4","10","2","6","2146","3","3","1","3","3","3","23","2","3","2","2","1","1","2","1","2","1"
"1","4","60","2","2","13756","5","4","2","3","4","4","63","1","1","1","1","1","2","2","2","4","1"
"2","1","60","1","7","14782","1","4","3","3","4","4","60","1","1","2","1","1","2","2","1","2","1"
"2","2","48","1","1","7685","3","2","2","2","4","2","37","2","3","1","2","1","1","2","1","2","1"
"1","4","18","3","8","2320","3","5","2","3","3","3","34","2","2","2","2","1","1","2","2","3","1"
"1","4","7","3","8","846","5","4","3","3","4","4","36","2","1","1","2","1","1","2","2","4","1"
"2","1","36","4","2","14318","3","4","4","3","2","4","57","2","1","1","1","1","2","2","2","4","1"
"1","4","6","2","2","362","1","1","4","3","4","2","52","2","2","2","4","1","1","2","1","2","1.06666666666667"
"1","2","20","4","6","2212","5","2","4","3","4","2","39","2","2","1","2","1","2","2","2","4","1"
"2","1","18","4","3","12976","3","5","3","3","4","4","38","2","1","1","1","1","2","2","1","2","1"
"1","4","22","4","2","1283","5","2","4","3","4","1","25","2","3","1","2","1","1","2","1","2","1"
"1","3","12","4","2","1330","3","3","4","3","1","3","26","2","2","1","2","1","1","2","2","4","1"
"1","4","30","3","1","4272","1","1","2","3","2","1","26","2","2","2","4","1","1","2","2","4","1"
"1","4","18","2","8","2238","3","1","2","3","1","2","25","2","2","2","2","1","1","2","1","2","1"
"1","4","18","4","8","1126","5","3","4","3","2","3","21","2","3","1","2","1","2","2","1","2","1"
"1","1","18","2","6","7374","3","5","4","3","4","1","40","3","2","2","1","1","2","2","2","4","1"
"1","1","15","2","1","2326","2","1","2","3","4","2","27","1","2","1","2","1","1","2","2","4","1"
"1","4","9","4","1","1449","3","2","3","3","2","2","27","2","2","2","2","1","1","2","1","2","1"
"1","4","18","4","2","1820","3","1","2","3","2","1","30","2","2","1","1","1","2","2","2","3","1"
"1","1","12","4","6","983","4","3","1","3","4","3","19","2","3","1","4","1","1","2","1","2","1.06666666666667"
"1","2","36","4","2","3249","3","2","2","3","4","4","39","1","1","1","1","2","2","2","2","4","1"
"1","2","6","2","8","1957","3","2","1","3","4","2","31","2","2","1","2","1","1","2","1","2","1"
"1","4","9","2","6","2406","3","5","2","3","3","2","31","2","2","1","1","1","1","2","2","4","1"
"1","1","39","3","5","11760","1","2","2","3","3","4","32","2","3","1","2","1","2","2","2","4","1"
"1","2","12","4","6","2578","3","5","3","3","4","4","55","2","1","1","1","1","1","2","1","2","1"
"1","2","36","2","6","2348","3","1","3","3","2","1","46","2","2","2","2","1","2","2","2","3","1"
"2","1","12","4","2","1223","3","4","1","3","1","3","46","2","3","2","2","1","1","2","2","1","1"
"1","4","24","2","8","1516","4","1","4","3","1","3","43","2","2","2","4","1","1","2","1","2","1.06666666666667"
"1","4","18","4","8","1473","3","3","3","3","4","3","39","2","2","1","2","1","2","2","2","3","1"
"1","1","18","2","1","1887","5","1","4","3","4","3","28","1","2","2","2","1","1","2","2","3","1"
"2","4","24","3","1","8648","3","3","2","3","2","2","27","1","2","2","2","1","2","2","2","4","1"
"1","4","14","3","2","802","3","1","4","3","2","2","27","2","2","2","4","1","1","2","2","4","1"
"1","1","18","3","2","2899","5","4","4","3","4","2","43","2","2","1","2","2","1","2","2","4","1"
"2","1","24","4","8","2039","3","3","1","3","1","1","22","2","2","1","2","1","2","2","2","3","1"
"1","4","24","2","3","2197","5","2","4","3","4","2","43","2","2","2","2","2","2","2","2","4","1"
"1","2","15","4","8","1053","3","3","4","3","2","3","27","2","2","1","2","1","1","1","2","3","0.933333333333333"
"1","4","24","4","8","3235","2","4","3","3","2","2","26","2","2","1","1","1","2","2","2","1","1"
"2","3","12","2","2","939","2","2","4","3","2","3","28","2","2","3","2","1","2","2","2","3","1"
"1","1","24","4","8","1967","3","4","4","3","4","2","20","2","2","1","2","1","2","2","1","2","1"
"1","4","33","2","3","7253","3","2","3","3","2","2","35","2","2","2","1","1","2","2","2","4","1"
"2","4","12","2","1","2292","3","5","4","3","2","2","42","3","2","2","1","1","2","2","2","4","1"
"1","4","10","4","2","1597","2","1","3","3","2","4","40","2","3","1","4","2","1","1","2","4","1"
"2","2","24","4","2","1381","5","1","4","3","2","1","35","2","2","1","2","1","1","2","1","2","1"
"1","4","36","2","3","5842","3","4","2","3","2","1","35","2","2","2","2","2","2","2","2","4","1"
"2","2","12","4","2","2579","3","3","4","3","1","3","33","2","2","1","4","2","1","2","2","4","1"
"1","2","18","3","5","8471","5","1","1","3","2","2","23","2","3","2","2","1","2","2","1","2","1"
"1","4","21","4","2","2782","2","2","1","3","2","2","31","1","2","1","1","1","1","2","1","2","1"
"2","1","18","4","2","1042","5","1","4","3","2","1","33","2","2","1","2","1","1","2","1","2","1"
"1","4","15","4","2","3186","4","2","2","3","3","2","20","2","3","1","2","1","1","2","1","2","1"
"1","1","12","4","3","2028","5","1","4","3","2","2","30","2","2","1","2","1","1","2","2","4","1"
"1","1","12","2","2","958","3","2","2","3","3","3","47","2","2","2","4","2","1","2","2","4","1"
"1","4","21","3","6","1591","1","2","4","3","3","3","34","2","2","2","1","1","1","2","2","4","1"
"2","1","12","4","6","2762","5","4","1","3","2","1","25","1","2","1","2","1","2","2","1","2","1"
"1","1","18","4","3","2779","3","1","1","3","3","2","21","2","3","1","2","1","2","2","2","3","1"
"1","4","28","2","8","2743","3","4","4","3","2","2","29","2","2","2","2","1","1","2","2","4","1"
"1","4","18","2","8","1149","4","1","4","3","3","3","46","2","2","2","2","1","1","2","2","4","1"
"1","4","9","4","6","1313","3","4","1","3","4","2","20","2","2","1","2","1","1","2","2","4","1"
"2","2","18","2","9","1190","3","5","2","3","4","4","55","2","1","3","3","2","1","2","1","2","1"
"1","4","5","4","1","3448","3","2","1","3","4","3","74","2","2","1","4","1","1","2","2","4","1"
"2","1","24","4","7","11328","3","1","2","1","3","2","29","1","2","2","1","1","2","2","2","4","1"
"1","2","6","2","6","1872","3","5","4","3","4","4","36","2","1","3","1","1","2","2","2","4","1"
"1","4","24","2","9","2058","3","1","4","3","2","3","33","2","2","2","2","1","2","2","2","1","1"
"1","2","9","4","6","2136","3","1","3","3","2","3","25","2","2","1","2","1","1","2","2","4","1"
"2","1","12","4","8","1484","5","1","2","3","1","3","25","2","2","1","2","1","2","2","2","3","1"
"1","4","6","4","9","660","2","2","2","3","4","3","23","2","3","1","4","1","1","2","2","3","1"
"1","4","24","2","2","1287","4","4","4","3","4","3","37","2","2","2","2","1","2","2","1","2","1"
"1","2","42","2","9","3394","3","5","4","1","4","2","65","2","2","2","3","1","1","2","2","4","1"
"2","3","12","1","1","609","3","3","4","3","1","3","26","2","2","1","3","1","1","2","1","2","1"
"1","4","12","4","2","1884","3","4","4","3","4","2","39","2","2","1","1","1","2","2","2","4","1"
"1","2","12","4","6","1620","3","1","2","1","3","1","30","2","2","1","2","1","1","2","1","2","1"
"1","1","20","3","7","2629","3","1","2","3","3","2","29","1","2","2","2","1","2","2","2","4","1"
"2","4","12","4","5","719","3","4","4","3","4","2","41","1","2","1","4","2","1","2","2","4","1"
"2","1","48","2","6","5096","3","1","2","3","3","2","30","2","2","1","1","1","2","2","1","2","1"
"1","4","9","2","5","1244","5","4","4","3","4","1","41","2","3","2","4","1","1","2","1","2","1.06666666666667"
"2","2","36","4","2","1842","3","3","4","3","4","2","34","2","2","1","2","1","2","2","1","2","1"
"1","1","7","4","8","2576","3","1","2","2","2","3","35","2","2","1","2","1","1","2","2","4","1"
"1","3","12","4","6","1424","5","4","3","3","4","3","55","2","2","1","1","1","2","2","1","2","1"
"2","1","15","3","9","1512","4","1","3","3","3","1","61","3","2","2","2","1","1","2","2","3","1"
"1","4","36","2","3","11054","5","1","4","3","2","2","30","2","2","1","1","1","2","2","2","4","1"
"1","4","6","4","8","518","3","1","3","3","1","3","29","2","2","1","2","1","1","2","1","2","1"
"1","4","12","5","6","2759","3","4","2","3","4","1","34","2","2","2","2","1","1","2","2","4","1"
"1","4","24","4","3","2670","3","4","4","3","4","2","35","2","2","1","1","1","2","2","2","4","1"
"2","2","24","4","2","4817","3","2","2","1","3","1","31","2","2","1","2","1","2","2","2","4","1"
"1","4","24","4","3","2679","3","3","4","3","1","4","29","2","2","1","1","1","2","2","1","2","1"
"1","2","11","2","2","3905","3","1","2","3","2","3","36","2","3","2","2","2","1","2","2","4","1"
"2","2","12","4","3","3386","3","4","3","3","4","4","35","2","1","1","2","1","2","2","2","4","1"
"1","2","6","4","4","343","3","3","4","3","1","3","27","2","2","1","2","1","1","2","1","2","1"
"1","4","18","4","8","4594","3","3","3","3","2","2","32","2","2","1","2","1","2","2","2","4","1"
"1","2","36","4","6","3620","3","1","1","2","2","1","37","2","2","1","2","2","1","2","2","4","1"
"1","2","15","4","2","1721","3","3","2","3","3","3","36","2","2","1","2","1","1","2","2","4","1"
"1","1","12","4","6","3017","3","3","3","3","1","3","34","2","3","1","1","1","1","2","1","2","1"
"1","1","12","4","10","754","5","4","4","3","4","1","38","2","2","2","2","1","1","2","2","4","1"
"1","4","18","4","1","1950","3","2","4","3","1","2","34","3","2","2","2","1","2","2","2","4","1"
"1","2","24","4","3","2924","3","1","3","2","4","4","63","1","2","1","2","2","2","2","2","4","1"
"2","2","24","3","8","1659","3","3","4","3","2","2","29","2","3","1","4","1","2","2","1","2","0.872727272727273"
"1","4","48","3","8","7238","5","4","3","3","3","2","32","1","2","2","2","2","1","2","2","4","1"
"1","4","33","3","1","2764","3","1","2","3","2","2","26","2","2","2","2","1","2","2","1","2","1"
"1","4","24","3","3","4679","3","2","3","3","3","2","35","2","2","2","4","1","2","2","2","4","1"
"2","1","24","4","8","3092","1","3","3","3","2","2","22","2","3","1","2","1","2","2","2","3","1"
"2","2","6","4","5","448","3","3","4","3","4","1","23","2","2","1","2","1","1","2","1","2","1"
"2","2","9","4","2","654","3","1","4","3","3","2","28","2","2","1","4","1","1","2","2","4","1"
"1","4","6","4","10","1238","5","5","4","3","4","1","36","2","2","1","1","2","2","2","2","4","1"
"2","1","18","2","8","1245","3","1","4","3","2","2","33","2","2","1","2","1","1","2","2","3","1"
"2","2","18","5","6","3114","3","3","1","3","4","1","26","2","3","1","2","1","1","2","1","2","1"
"1","4","39","4","3","2569","2","1","4","3","4","2","24","2","2","1","2","1","1","2","2","4","1"
"1","3","24","4","8","5152","3","2","4","3","2","2","25","1","2","1","2","1","1","2","2","4","1"
"1","1","12","4","1","1037","1","2","3","3","4","3","39","2","2","1","4","1","1","2","2","4","1"
"1","2","15","2","6","1478","3","4","4","3","4","2","44","2","2","2","2","2","2","2","2","4","1"
"1","1","12","2","8","3573","3","1","1","3","1","3","23","2","2","1","4","1","1","2","1","2","1.06666666666667"
"1","1","24","4","2","1201","3","3","4","3","1","1","26","2","2","1","2","1","1","2","2","4","1"
"1","2","30","4","6","3622","4","4","4","3","4","1","57","2","3","2","2","1","2","2","1","2","1"
"1","4","15","3","6","960","4","2","3","3","2","1","30","2","2","2","2","1","1","2","1","2","1"
"1","4","12","2","2","1163","2","1","4","3","4","3","44","2","2","1","2","1","2","2","2","4","1"
"2","1","6","3","2","1209","3","5","4","3","4","1","47","2","2","1","1","1","2","2","2","4","1"
"1","4","12","4","8","3077","3","1","2","3","4","2","52","2","2","1","2","1","2","2","2","4","1"
"1","4","24","4","2","3757","3","4","4","1","4","4","62","2","1","1","2","1","2","2","1","2","1"
"1","4","10","4","2","1418","1","1","3","3","2","3","35","2","3","1","4","1","1","1","2","4","1"
"1","4","6","4","2","3518","3","1","2","2","3","1","26","2","3","1","2","1","1","2","2","4","1"
"1","4","12","2","8","1934","3","4","2","3","2","4","26","2","2","2","2","1","1","2","2","4","1"
"2","1","27","5","1","8318","3","4","2","3","4","4","42","2","1","2","1","1","2","2","1","2","1"
"1","4","6","2","8","1237","1","1","1","3","1","1","27","2","2","2","2","1","1","2","1","2","1"
"1","1","6","4","8","368","5","4","4","3","4","1","38","2","2","1","2","1","1","2","2","4","1"
"1","2","12","2","2","2122","3","1","3","3","2","3","39","2","3","2","4","2","1","1","2","4","1"
"2","2","24","4","6","2996","5","1","2","3","4","2","20","2","2","1","2","1","1","2","2","3","1"
"2","1","36","4","6","9034","1","3","4","1","1","4","29","2","3","1","1","1","2","2","2","4","1"
